client_id,treatment_flg,target
0412528aa7,0,0
0412875574,1,1
04129f1d14,1,1
0412ae6a25,0,1
0412f3f825,0,1
0413447484,0,1
04136e2358,0,1
04136fb907,0,1
04149c72d7,0,1
0414f08c22,0,0
04150a77be,1,0
04151fc45f,0,1
04157288de,0,1
0415e924ff,0,1
0415ece67d,1,1
0415f61bc6,1,1
0416621c2f,1,1
04167f20dd,0,0
04173367ee,1,1
0417da2e55,1,1
041873d08b,1,1
0418afcb86,1,1
0418c3578b,1,1
04191d83c6,1,1
04194be308,0,0
0419b64481,0,0
041a6679a0,0,0
041a6778f3,0,1
041b364f71,1,1
041b915073,1,0
041c40b0cc,1,0
041c8961c8,0,1
041c9be554,0,1
041d7d9f5c,1,1
041d7dc976,0,0
041d959482,0,1
041ea1f97f,0,1
041feffe1e,0,1
0420448799,1,1
0420526584,1,0
04208a0910,0,1
0420a6d73b,1,0
04210e0455,1,0
0421c036b6,0,1
0421d0c7f9,1,1
0421f4c4cd,1,0
0422b25349,1,1
04231dd02a,0,1
0423a6c683,1,0
0423c9d5f0,0,1
0423f19c0e,1,1
04248adfe8,1,1
0425140c50,1,1
042662816e,1,1
04268146c7,1,1
04275a610f,1,0
04276b39eb,1,0
0427ce503b,0,1
04289858da,0,0
0428d3c9fc,0,0
0429221b1a,0,1
04294dd7f9,1,0
04298a8156,0,1
04298b9925,0,0
042a04331f,1,1
042a0aca7c,0,1
042a271a28,1,1
042a408e7f,1,1
042a6ab86b,0,1
042a77f381,1,1
042ab21c31,1,0
042aba1a00,0,0
042b078271,0,1
042bf3ff0d,0,1
042c1db50e,1,0
042c42ea23,0,1
042c673d75,1,0
042c67f13a,0,0
042dd24864,1,1
042e4b5400,0,0
042e55abc8,1,0
042eacfe4c,1,1
042fd49baa,0,1
043000cca8,1,0
04307982ba,0,0
04313c8688,0,1
04314b1edd,1,1
043173ad91,1,1
04318d091c,1,1
0431b7a088,0,1
0431c4a640,1,0
04322af22d,1,1
04324425a8,0,0
043268e4a7,0,1
04327c6b51,0,0
0432fdff3a,0,1
04334b0d6d,1,1
04335a5a66,1,1
043368c159,1,0
04336ac39b,1,1
043387a891,1,0
0433bf1d95,1,1
0433f28b88,0,0
043404374e,0,1
0434455201,0,1
04361d3b7e,0,1
043676445e,0,1
0436fa8848,0,1
0437798517,0,1
0437d39c10,0,1
043903b1b8,0,0
04390e0d1c,0,0
04396d9763,1,1
04399aef90,1,1
043a02f3db,1,1
043a7b37e9,1,0
043afd2345,0,0
043b11aec5,0,0
043ba7b1bf,1,1
043c9e46d3,0,1
043cdb67ed,1,0
043ce2df6d,1,1
043ce44012,0,1
043cfdeb27,1,1
043d2cc833,0,0
043d3f3c0a,1,1
043e00b36c,1,1
043e596aac,1,1
043f07263b,1,1
043f0a0432,1,0
043fb8c37b,0,1
043fe4e5f4,1,1
0440101f68,0,0
0440c64f20,1,0
0440e6bc62,1,1
0441001c1f,1,1
0441188759,1,1
04417a2ce5,1,0
04417dde39,0,0
044180d5e8,0,0
0442b0c37c,0,0
04430ae83b,0,1
04433a617e,0,1
0443857bd6,0,0
044431eacc,0,0
0444825396,0,1
04450b09b3,0,1
0445230a8b,0,1
04453e98b3,1,1
0445622fed,0,1
04459542e2,1,0
044599a7c4,0,1
0445b3660d,1,1
0445c4c1a4,0,1
0445ca1135,1,1
0445f333da,1,1
0445f6da62,1,1
04461847fe,0,1
044649bd88,0,0
0446f95c49,1,0
04472fb91b,1,1
04477467b0,1,1
044776ca45,1,1
0447a1330f,0,1
044885b2a9,1,1
0448dc2c82,1,0
04494be04c,1,1
0449b6fea0,1,1
044bc4ae23,0,1
044c0edcdb,1,1
044c2c048d,0,0
044c9d09c9,1,1
044cb03eb0,1,1
044d39df58,0,1
044dbb0802,1,0
044df84a8b,1,1
044ebb948c,1,1
044ec12c75,1,1
044edfe681,1,0
044f6ad064,0,0
044ff3aafc,1,0
04507cf583,0,0
0451212b69,0,1
04516c2f79,0,0
045230d106,1,0
04523e5857,1,1
04524f88b6,1,0
04529403aa,1,1
04529d2b06,0,0
04535b0aac,1,0
04539b394e,0,1
0453c5e1b3,1,1
045426be4a,1,0
0454726a3e,1,1
0455173c9a,1,1
04553c3aae,0,0
04554d523a,1,1
04557bed94,1,0
0455fccef2,0,0
045749998d,1,0
04575e824f,0,1
0457648338,0,0
0457828d92,0,1
045793219b,0,1
0457f14414,0,1
0458948609,1,1
0458ce3500,0,1
0459eeeb86,0,1
045a73ded1,1,1
045a9b4f20,1,1
045a9f69fa,1,1
045b7207f0,0,0
045b9184c8,0,1
045bbb7443,0,0
045be6568d,1,0
045c096e5f,0,0
045c6f3437,0,0
045ce54d74,1,1
045d24efc2,1,1
045d6ad1d0,1,0
045dee090c,0,0
045e120857,1,0
045e3328ac,0,0
045e3cc90e,1,0
045eb144b1,1,1
045f1a5371,1,1
045f9bfa28,0,0
045fc9a633,1,0
045fca1671,0,0
0460071f3a,0,1
046048b889,0,1
0460b13852,1,1
04614589e5,0,0
046245c4e7,1,1
0462de35a4,0,0
0462e5e65a,0,1
04637d2229,0,1
04642f8739,1,1
0464496855,1,1
04645ebe0c,0,1
04647659e4,0,1
04649027e3,0,1
0465a10492,1,1
0465be7e75,1,1
04662bb1ad,1,1
04664a1e3c,1,1
0466630ca1,0,0
0466c9edd2,1,0
0466eecb0c,1,1
0467b2b421,0,1
04689a9333,0,1
046950bde6,1,1
0469cda2ba,0,0
046b989bfd,1,0
046baf2819,1,1
046bc2b9bc,1,1
046c98eb7e,1,0
046c9e6695,1,0
046cc0a343,0,0
046cf52f57,1,1
046dd0454a,0,1
046e1d434f,1,1
046e2b3bdb,1,1
046e3dc10b,1,1
046e82f8d8,0,1
046f10dcfc,1,1
046f1f2d74,0,1
047033c932,1,1
04703c5f67,1,1
0470563bb3,0,0
04708cebc0,0,1
0470af1178,1,0
0470d67bb8,0,0
0470f36d93,0,1
04714a7f02,1,1
047241c46d,1,1
04729efc7a,1,1
04732e819a,1,1
04734301ad,0,1
04739f8f62,1,1
0473bc03fe,0,0
0473c4977e,0,1
0473d24fc7,1,0
0473fb780e,0,1
047420838f,0,1
04744770c8,1,1
04745fb86d,0,1
04746a2d59,1,1
047486e839,1,1
0474a0485b,1,1
0474c46f21,1,0
04751e0090,1,1
0475577c57,0,0
0475aacd5b,1,1
047616d8e4,1,1
04761ba097,0,0
04766d4ca1,1,0
04768038df,1,0
0476e1c223,1,1
047700b723,1,1
047726e64b,0,0
047769da66,1,1
0477de2e7b,1,1
0477f2d43d,0,1
04780bdf65,0,1
047817050e,1,1
0478c33bd0,1,1
04794670c3,1,1
0479918af0,1,1
04799ac38e,0,1
047a3a18ce,1,1
047a808bd8,1,0
047a91b5a8,0,1
047b0c823f,0,0
047c01962b,1,1
047c6787df,1,0
047c8d68f2,1,1
047e37696d,1,1
047e9eed66,0,1
047f160567,1,1
047f815502,0,1
047fece4e3,0,1
047ff7406d,1,0
0480d46328,0,1
04810a55c5,0,0
0481b16284,1,0
048222037e,0,1
048243c0fb,0,1
0482b9fb29,1,0
0482e7265b,0,0
04833333a5,1,1
0483368a0a,1,1
0483380033,0,1
04837a0935,1,1
0483a92be1,1,1
04840e6da8,0,0
0484416fe4,1,1
0484bfce13,1,1
0484dc0f23,1,0
048554dd57,1,1
0485b5b9a7,0,1
04865fb5e8,0,1
04866d31a9,0,1
048672e4d3,0,1
04868b39c0,0,1
048794d9ef,0,1
0487b50bfb,1,0
0487e4ebe1,1,1
0488be010b,1,1
04892fba15,1,0
048a7a913b,1,0
048ac0971a,0,0
048ac118a3,0,0
048b0c5b08,0,1
048b4ade38,1,1
048b8ad2e0,0,1
048bbfa73d,0,0
048c221c9d,1,1
048c464996,1,0
048c80ece9,1,1
048d5eec75,0,1
048d692acf,0,0
048e07c31e,1,1
048e440cfb,1,1
048ea9d8ce,0,0
048f0d6d41,0,1
048f58107d,1,0
048f8eb4fa,1,0
048fb858fc,1,1
048ff51ea2,0,1
0490b8cee2,0,1
04913114ac,1,1
04914bef12,1,1
049154f2c4,0,1
04915804ab,1,0
0491e45326,1,1
0492b0de9b,0,0
0492c4105f,1,0
04931457c0,0,1
0493319811,1,0
04937134de,0,1
0493bc4750,1,1
04950699ae,1,1
049576e7fb,0,1
04957b695e,0,1
04959fbbf8,1,1
0495ea7c18,1,1
049623fb7a,0,1
04965e4a6e,1,1
0496724d9e,1,0
0497626715,0,1
04977a6cfc,0,0
0497b5d9f1,0,0
0498614bd2,0,1
04986b1746,1,1
04989dc82b,1,1
0499cd9cf5,1,0
0499e83871,0,0
049a1fe16f,1,1
049a68d775,1,1
049b888390,0,1
049c530aac,0,0
049c9e12b1,0,1
049cdb5264,0,0
049cf32bc5,1,0
049d566e95,1,0
049e041100,1,0
049e3e02c9,1,0
049f7102f6,0,0
04a04be41e,1,0
04a0e99d99,0,1
04a2a46151,1,1
04a2e64ac3,1,1
04a31ab2ae,0,1
04a342c8f9,0,1
04a36efae6,1,1
04a3760132,0,1
04a3bff687,0,1
04a43bf9bb,1,1
04a47b67e8,0,1
04a4820ad3,0,0
04a4c98382,0,1
04a521566a,0,0
04a544d3ee,0,1
04a5719527,0,0
04a57308c9,0,0
04a58b1fbd,1,1
04a5de0824,0,1
04a670afa8,1,1
04a67c8c61,1,1
04a6d6541c,1,1
04a73aec49,1,1
04a7877e56,1,0
04a788fe53,1,1
04a792e918,0,0
04a7ba8fff,0,0
04a7c868a9,1,1
04a813ca33,0,1
04a8199260,0,0
04a8615b13,0,1
04a8f2d6d8,1,1
04a90d1431,1,1
04a965801c,1,0
04a9fc8be6,1,1
04aa6b257a,1,1
04ab57a474,0,0
04ab913c44,0,1
04abacfcdf,0,1
04abbd4d34,1,0
04ac1af501,0,1
04ac4767a1,1,1
04ac6ce5ea,0,1
04ac820528,1,0
04acaf394a,1,1
04ad0dea47,0,1
04adbc8173,1,1
04ae22d7f9,0,0
04af004d55,0,0
04af4dffd8,0,1
04b0069490,0,1
04b10dc250,0,0
04b11a4b88,0,1
04b11ae809,1,1
04b13c9778,0,0
04b1ab0fd9,1,0
04b1bf4ee1,1,1
04b1f5e419,0,1
04b26db671,1,1
04b26fe1f4,0,1
04b28d5024,1,0
04b299d9d6,0,1
04b308aeec,0,1
04b3668034,1,1
04b38896b7,1,1
04b3c7fdd3,0,1
04b3de1b36,1,1
04b3e8424a,1,0
04b438688a,1,0
04b471fbfa,0,0
04b49fa411,1,1
04b57b6a20,0,1
04b699281d,1,1
04b6ba08c5,0,0
04b6f880f3,1,0
04b77a90de,1,0
04b7bba3c9,0,1
04b804b3c0,0,0
04b82e3b63,1,1
04b8f2ee98,1,1
04b9a2be4d,1,1
04b9dda718,1,1
04ba485a3d,0,1
04ba75142c,0,1
04bab1d5d3,1,0
04bb0ec2c5,0,0
04bb109f89,1,1
04bb40eebe,1,1
04bb42608e,1,0
04bbca521b,1,0
04bc42f194,1,1
04bc4aa08a,0,0
04bc5d6d05,0,0
04bce707ea,1,0
04bd1560cc,0,0
04bdc92907,0,1
04be11afe5,0,0
04be1c5fd9,0,1
04bec94f38,0,0
04bf0912cb,1,0
04bf3d463a,0,1
04bfcb48aa,0,0
04c0193c41,1,0
04c01a298f,0,1
04c04cbd0d,0,1
04c06c7c35,1,0
04c0a9aad2,1,1
04c0ac41d4,0,0
04c0f1726a,1,0
04c106c6d2,0,1
04c187c7a2,1,0
04c1ae8e60,0,1
04c24ec921,0,1
04c3baa1dc,1,1
04c3f2f370,1,0
04c3f94f11,0,0
04c40f9b61,1,1
04c43469e9,0,1
04c44c9042,0,1
04c4dd2ae6,1,1
04c53ab89c,1,1
04c576a7c6,1,1
04c5f426de,0,0
04c62896af,1,1
04c63cb4a1,1,1
04c67347d8,0,1
04c6ec8c1f,1,1
04c706d15f,1,1
04c7b7f1aa,0,0
04c7deb15d,1,1
04c8587c9a,1,0
04c88a3139,0,0
04c8acddfe,1,1
04c8cc86df,0,1
04c8cca696,0,0
04c9255d5d,1,1
04c934f5a1,0,1
04c980868d,0,1
04c9a07a76,1,0
04c9a10862,1,0
04ca0382c8,0,1
04ca58f3ce,0,0
04caeadc42,0,1
04cb7848fb,0,1
04cbdb02a2,1,1
04cbe8f711,0,0
04cc55fd3e,1,1
04cd7905de,0,1
04ce3c25c4,1,1
04ce560d76,1,0
04cea7e2d9,0,1
04cf01030c,0,1
04cf26a386,0,1
04cf303169,0,1
04d0964900,0,1
04d1482b2f,0,1
04d14b0436,1,1
04d239a5b8,0,1
04d28c8589,0,0
04d2e9a15b,0,0
04d36cf208,1,0
04d38437e4,1,1
04d42f769d,1,1
04d4e84e54,0,0
04d5337a29,1,0
04d597c901,1,1
04d5d27746,1,0
04d60688f3,1,0
04d71387b6,0,0
04d73aa8bb,0,1
04d826a479,1,1
04d9b8afda,0,1
04da9de7bb,1,1
04dbc25a86,0,1
04dc3fdbd1,1,1
04dcbd75bc,0,1
04dcc1e2cf,0,1
04dd56de8b,0,1
04dd61ef5c,1,0
04dd885573,1,1
04defb6c6c,0,1
04df3c95fc,0,0
04df806639,0,1
04dfca9953,0,0
04e01296c2,1,1
04e068111d,1,1
04e06acb25,1,1
04e0cc8981,0,1
04e0de8c43,1,0
04e0ea6b10,1,0
04e10fbda6,0,0
04e17e41a8,0,1
04e1bd0f5b,1,1
04e1ec06e8,1,1
04e20a98f1,0,1
04e24e02d6,1,1
04e2c96ed5,0,0
04e2fde0a1,0,0
04e37584e2,1,0
04e50c0e64,0,1
04e5a95f27,1,0
04e6237f15,0,1
04e6bbdfe3,0,0
04e6bd53bc,1,0
04e6f93781,1,0
04e6fab368,0,0
04e75f62dc,0,1
04e81493ea,0,1
04e857b7be,1,0
04e8a1fbb0,0,1
04e8e6857b,1,1
04e9045838,1,1
04e9507ce2,1,1
04e9cff3d4,1,1
04e9dd36a0,0,0
04ea24fee0,0,0
04ea7d81e9,1,0
04ead77080,0,1
04eb47ae3a,0,1
04eb63e8a8,0,1
04eb7001f9,0,0
04eb9a7d5a,0,0
04ebe8b8ba,0,1
04ebeeb1c9,1,0
04ec56d47d,1,1
04ecc8832f,1,1
04ed53effe,1,0
04edada8d9,1,0
04ee3976a2,0,0
04ee3e293e,0,1
04eecea441,1,1
04efb4ab57,1,1
04f03064b8,1,0
04f04688e5,1,1
04f058938a,1,1
04f09a8bc4,0,0
04f0d09770,1,1
04f11d9be8,0,0
04f1a9b9ad,1,0
04f2027498,0,1
04f2805c30,1,1
04f2f64807,1,0
04f39fe2fc,1,0
04f3c2794f,0,1
04f40077c8,1,1
04f423c0ab,1,1
04f4697225,1,1
04f49fca2c,1,0
04f4d9db95,0,0
04f6547369,1,1
04f6f77149,1,0
04f70bd868,0,0
04f83b63e8,0,1
04f8bf47c0,1,0
04f8f70204,1,0
04f9062139,1,0
04f92c2d59,1,0
04f9df5f07,1,0
04f9ef1365,0,0
04fa666169,1,0
04fb1ef925,0,1
04fb769254,1,0
04fb987ebd,1,1
04fb9989f6,0,1
04fbb34cbc,0,1
04fbbae83d,0,0
04fbfeba9f,0,0
04fca88809,0,1
04fd98a9bf,0,1
04fe4c5598,0,0
04fed92819,0,1
04ff5206c6,1,0
04ffac7fe6,1,1
04ffe4fd3a,1,1
05008f8783,0,0
0500a86f6a,1,1
0500c5dd55,0,0
0500eee61c,1,0
05012457c6,1,1
0501ba9f85,1,1
05022d3778,1,1
0502452cf5,1,1
0503d4b8a2,0,0
05040646ec,0,0
05043de36b,1,0
05057b0bd4,1,1
050663ba12,1,0
0506801560,0,1
0506a61b61,1,1
05070045b0,1,1
050723f8e9,0,0
05072d2a3f,0,1
05073a1f35,1,0
050743012a,1,1
05076e6106,0,0
0507b06859,0,1
0507b47820,0,1
0507f16062,1,0
0507f8a0da,0,1
0509454994,1,1
05096c404d,1,0
050aa9baf1,1,1
050ad21bd1,0,0
050b6ee7ef,0,0
050b8570c8,1,0
050bdc2658,0,1
050c1cb962,0,1
050c39c00a,0,0
050c8af084,0,0
050d22f865,1,1
050d763cab,1,1
050d99b95c,0,1
050db52703,1,1
050dc2d50d,0,1
050e1da673,1,1
050e34fb34,0,1
050e39d4d6,0,1
050e41d075,0,0
050ede280d,1,1
050f312054,1,0
050fb03a0b,0,1
050fdaf436,1,1
05114f3b54,1,0
05115641f6,1,0
051190bf69,0,1
05124bdeb2,0,0
0512635746,0,0
051294411d,0,1
0512ab1e69,1,1
0512de5f2f,1,1
0513496e9e,1,0
0513b15de0,0,1
0513dd6376,1,1
0513fdc626,1,1
051417b2bd,1,0
05147e7138,0,0
0514b618da,0,0
0514d4c941,1,0
0515105ce0,1,0
05152c793b,0,1
05157524b4,1,0
0515a3249c,0,1
0515c9ab2b,1,0
0515e3ac45,1,0
05164d82a3,0,0
0516992d85,0,1
0516baee04,0,1
05176fe020,0,1
0517b7c377,1,1
0518219c39,0,1
051895a978,1,1
0518a057e2,0,0
0518ad8d53,1,1
0519608e4f,0,0
05198323ef,0,1
05198d0c6e,1,1
051a42279f,0,1
051aa1bacd,0,1
051ab64353,0,1
051adb2bb2,0,0
051b22a4c7,1,0
051b249ebe,0,1
051c0de516,1,0
051c22e7e0,0,0
051c522770,0,1
051c5c3877,1,0
051c858f88,0,1
051cb90349,1,1
051cbc23fc,1,0
051d5debc7,1,1
051e05d250,1,1
051e1b7fcc,0,1
051e529fa7,0,0
051e6a1789,1,0
051f00b0f2,1,0
051f32dd49,1,1
051f84ec7d,0,1
051fb2eec0,1,1
051fbe9310,1,1
052023bf30,0,0
0521522959,0,1
05215e8518,1,0
0521e99add,1,1
05220fd953,0,1
052324e04c,1,1
05237ac0e9,1,1
0523d2dff2,1,0
05248b5963,0,0
0524bd1ded,0,0
0524d0c9d5,1,0
05259b571a,1,0
0525d1f117,0,1
052631d649,0,1
0526b87c3b,0,1
0526baeea5,1,0
052723e247,0,0
052748264e,0,0
0527796e22,0,0
052791d17c,0,0
0527c1467d,0,0
05280436e8,0,1
05296478a4,1,0
0529679d1e,1,0
0529992db8,0,0
0529c49e07,0,0
052a35ef11,0,0
052a41c956,0,1
052a41d192,1,1
052aad6220,0,1
052b14522d,1,1
052bfc55bc,1,0
052c1a21f2,1,1
052c2be23a,1,1
052c636663,0,1
052c6fd9fa,0,1
052d25313c,1,1
052e231e33,1,1
052e851e75,1,0
052e97a894,0,1
052eba39f7,0,1
052ec33690,1,1
052ef52a66,0,1
052f158ab6,0,1
052f32b6a3,0,1
052f4f7def,0,1
052f849ea9,0,1
052fb483d7,1,1
052fb55c58,0,0
052ff0846c,0,1
053026635b,1,1
05316e72fc,0,0
05317deed7,0,1
05318d253b,0,1
053269c581,0,0
0532bb4991,0,1
05333cbaef,1,1
0533cc08f9,1,0
0534162b4a,0,1
05344fd4fb,1,0
0534e6a693,0,1
053507e7a7,0,0
05354fde80,1,1
0535564838,0,0
053590e1f3,0,1
0535c9aecd,1,1
0535e4a861,0,1
05364c0775,1,1
05368ed8af,0,0
0536da3dc6,1,1
0536fb374d,1,1
0536fed7b4,0,0
05370b9250,0,0
0537468412,0,1
05377b8c92,1,1
0537967e9c,0,0
0537b56f5b,0,0
05383ba971,1,0
05383fa700,1,0
05389caf09,1,1
053933c453,1,1
05395eb7d7,1,0
053980ca94,1,1
0539beecf2,1,1
0539c12d00,1,1
0539ec55a9,0,0
0539f4751a,0,0
053a4fc001,0,1
053acfa2cb,0,1
053b0a44b9,0,1
053b3d1c5c,1,1
053b4412e1,1,0
053b68247b,0,0
053b7c3cca,0,1
053b948390,1,0
053bdb2eeb,0,0
053bdfb926,1,1
053bfcd397,1,1
053bfe9453,1,0
053c5e9e83,0,1
053cc94af2,1,0
053d3f2c67,0,1
053d9898fb,0,0
053deda79e,1,1
053e41f0f7,0,0
053e7a28ae,1,1
053e85d56f,1,1
053ed4f515,1,1
053fd65a76,0,0
0540b672d9,1,1
0540c4839c,1,1
0541583f4c,0,0
0541682fae,1,1
0541cbbeda,1,0
05420f618d,1,1
05425c1506,1,1
05426554a1,0,0
054297f9c3,0,1
0542dc3980,1,0
05430ff686,0,0
05435b2723,0,1
0543c4122b,1,1
0543e80eea,1,1
054400d7ec,0,1
0545543b6e,1,1
05456d3744,0,1
05464f0129,0,1
0546a37029,0,0
0546b8bb04,0,0
0546bc4867,1,1
0546d88168,0,0
0547094d36,1,1
0547212655,1,1
054744a0fa,1,0
0547836647,1,1
0547f2d9bb,1,1
0547f9d2dd,0,0
05489c162d,0,0
0548a06932,1,0
0548d3ac33,1,1
0548df0d04,0,0
0548eac0a8,0,1
0548ff3503,0,1
05492736c5,1,1
0549789431,1,0
0549f32ad9,0,0
054a1958a0,1,1
054a1a4db3,1,1
054a4958f9,1,1
054ae0ad78,0,1
054b6cc022,0,1
054c03c45d,0,0
054c324428,1,1
054c3d1933,0,0
054c90d0c9,1,1
054cb4a65a,0,1
054cd0bbf2,0,1
054d22796e,0,0
054de0d264,1,0
054e67c0ca,0,1
054e77d94a,0,1
054f68e674,1,1
054f96d66a,1,1
05506a5f37,1,1
0550c23095,0,1
0550ef2630,0,0
05510e3a2e,0,0
0551703c34,0,1
0551a457cf,1,1
05522613d5,0,1
0552395370,0,1
0552450d3c,1,1
05524d02d3,0,0
05526f1933,1,1
0553ac9fa2,0,0
0553ee852b,1,1
05546b03be,0,0
0554ff37d6,0,0
05551afd2e,1,1
05561884e7,0,1
05563ffd93,1,1
05565d226f,1,1
0556929333,1,1
0557e52b51,1,1
055849e7c0,0,1
05584f88eb,1,1
055859c08a,0,1
05586fa4eb,1,1
0558712a5e,1,0
05587a6ff1,1,0
055888de62,0,0
05588ba44b,0,1
0558a54ae3,1,1
0558ac6e15,1,1
055924f505,0,0
055946eaf7,1,0
0559692d75,1,1
0559ecd29d,1,1
055a0c5a03,1,0
055a3f7184,1,0
055a577bd5,0,1
055ab5137e,1,1
055ad8cda3,0,0
055b515a60,1,0
055b7af341,1,1
055ba0bc80,0,0
055bc2127a,1,0
055bf7934a,1,0
055c5e0950,1,0
055ce4feac,1,0
055d5da588,1,1
055daae7d5,0,0
055e77d218,0,0
055ead8c1a,0,1
055eb3cff3,0,0
055f732038,0,1
055fa38b2d,1,1
055feaaae3,1,0
055fedb7d7,0,0
05600579fd,1,0
056014ceaa,0,0
056027bfa1,0,1
05604616c8,0,0
0560d06445,0,0
0560dfafd5,1,0
0561299d11,1,1
0561471671,1,0
0561d6a2d1,0,0
0562708f87,1,1
05628340bb,0,1
0562abc348,1,1
0562d35e62,1,1
056355a302,0,0
05636cffdd,0,1
05636eac28,1,1
0563b5c0b8,1,0
0563c28ea4,0,1
0563df7a74,1,1
05643d7053,0,1
0564cad9b1,1,1
0564dfbb82,0,1
05650577f1,1,0
0565364111,1,1
0565557682,0,1
05655db785,0,1
05656c1ed4,1,1
0565ba04ce,1,0
0565bb5acf,1,1
0565fdd1be,0,0
0566010cd2,1,1
05663d5854,0,1
0566605b82,1,1
0566a6f624,1,1
0566bc68ab,1,0
0566dcc040,1,0
056747a4f1,1,0
05674be8b4,0,0
05674dcfd0,0,1
05678fb9e7,0,1
0567dd82da,1,0
056837c3a1,0,1
05687ba7bb,0,1
0568b52a25,1,1
056907eb6b,0,1
05696a97e6,0,1
0569a358a3,0,1
0569d6e352,1,1
056a0e50da,1,1
056a96ab20,0,1
056abe166d,1,1
056b7ad1e0,0,0
056bac8729,0,0
056bbd563f,1,1
056bca0f01,0,0
056c476adb,0,1
056cbdaf97,1,1
056cd84a9c,1,1
056d4cd274,0,1
056dc96669,0,1
056e2027f7,1,0
056ee38cf0,0,1
056f02a5c1,0,0
056f6bcb06,0,1
056f861c6f,0,1
056fd47e49,0,1
056ff31662,1,1
05705e7339,1,0
0570675307,0,1
0570f996af,1,0
057149c2aa,0,1
05716e1351,0,0
057172fee3,1,1
0571a5f333,1,1
0572592d8e,1,1
0572e28a5b,0,1
0573024707,1,1
0573ef8b1d,1,1
0573ffb80b,1,1
057425bb08,0,1
057439ee8f,0,1
057492f79d,1,0
0574c58d9a,0,1
0574efb544,0,0
0574f11292,1,1
0574fd2db1,1,0
057510abf1,1,1
057519a0c5,1,1
05761da1dd,0,1
05764f95f1,0,0
05768e0c8e,0,1
05769586a0,1,1
0576965e79,0,1
0576e3d767,1,0
0576feed6c,0,1
0577c374d7,1,1
0577f05700,1,1
0577fd98f5,0,1
057804e92c,0,1
05789fb5a5,1,0
0579477b93,1,1
05794f4084,0,0
0579b1659a,0,1
0579ebfa3c,1,1
057a04bae1,1,1
057a23fc9e,0,1
057a47cab9,1,1
057a9c0780,0,0
057af276c6,0,1
057b0d9255,1,1
057b7e406c,1,0
057bfb9192,1,0
057c96b4b9,1,1
057d8aa8bd,0,1
057dfc0529,0,0
057eafbcce,1,0
057ebd2761,0,1
057f421716,0,0
057f553e73,0,1
057f789472,0,0
057fffb923,0,1
05804d8efd,1,1
058052a863,0,0
05812bd01a,1,1
0581e83c14,0,1
0582152b6c,1,1
058223db0a,0,0
05827cdbc2,0,0
0582867813,1,1
0582d4e07f,1,1
0582dffd11,0,0
05845fd31a,1,0
05849caf0b,0,1
0584bba784,0,0
0585882777,0,0
0585facc84,1,1
058680ae75,0,1
0586b22dca,1,1
0586c1d093,1,1
05870df0b0,0,1
05871d4e57,1,0
058725bb00,0,1
0587829e32,1,0
0587a63359,1,1
0587fd9228,0,1
05881a1956,1,0
05882fb0b1,0,0
05888e6b9a,0,1
0588a20ba0,0,1
0588a68dbf,1,1
058927e40e,1,1
058955ba03,0,0
05898a5eb1,1,0
05899a2c0f,1,1
0589acdd5f,1,1
0589afa188,1,1
0589d7cd1d,1,0
058a0efe5f,1,1
058a2be793,1,1
058a70bcc4,1,1
058a754dd9,0,0
058ab475e6,0,0
058ad19daf,1,0
058b31da8a,1,1
058b3732fa,1,0
058b463104,1,0
058b757203,1,1
058bec601f,1,0
058ca47933,0,1
058cdc9802,1,0
058d0d0258,0,1
058d25a7cd,0,0
058d370435,1,1
058d4b1443,1,0
058d6777c2,1,0
058ee29824,0,0
058f04996b,1,1
058f373bc1,1,0
058f89b5af,0,1
059190f488,1,0
059204d6ea,0,1
059233b2f7,1,1
0592a1ae97,1,1
0592a5823c,1,0
0592feca2c,0,1
059346c63e,1,1
05934ae46e,1,1
05936645ca,0,1
0593f84c0d,1,0
0594ef45b8,1,1
0594f9e02d,1,1
0595fad55d,0,1
05960b20de,0,1
05960f711c,1,1
0596911dfc,0,0
05979d8ff4,1,1
0597fc4618,0,1
05982f6a88,1,0
059872bee0,1,1
0598818af5,1,0
0599268dd3,0,0
05996575c3,1,0
059a021b6a,0,0
059a279d43,0,0
059b848a09,1,1
059b997f54,1,1
059b9ce245,0,0
059be9a0a0,0,0
059c10ba5b,1,1
059c1d13b8,1,1
059c462521,0,0
059cfae1d5,1,0
059dca10f1,1,1
059de7df87,0,1
059dee99b6,0,1
059dfeef2f,0,1
059e4ef196,0,1
059e70e9c4,0,1
059eaa1c23,1,1
059edfd323,0,1
059f003b5b,1,1
059f2b1993,0,0
059f382316,0,1
059f3fb954,1,0
059fb0a609,1,1
059fe4b6fa,0,0
05a05fe1d4,0,0
05a07a5ff6,0,1
05a09b5486,1,1
05a0a5d1da,0,1
05a0b2a1b7,0,1
05a0cc21bb,1,1
05a1119b77,0,1
05a134ea87,1,0
05a17b2d76,1,0
05a18b99e8,1,1
05a1a76d1a,1,1
05a1cfc757,1,1
05a23f1727,1,0
05a2d097df,1,1
05a34b6c4f,0,0
05a37539d3,0,0
05a3823fa7,1,0
05a398e096,0,1
05a3d03bc6,0,0
05a4251f0e,0,1
05a43d6666,0,1
05a47060e4,1,1
05a478041e,1,1
05a4a08808,0,0
05a4a11726,0,1
05a53b9260,0,0
05a5d36b94,1,1
05a5f1058a,0,1
05a74e64e6,0,1
05a7ae3326,0,1
05a7c751b3,1,0
05a83f9b38,0,0
